P,I,D
-10.5121, 30.9360,  0.9095
-11.4337, 30.7796, -1.9103
-11.3221, 30.6263,  0.2288
-11.7317, 30.4656, -0.8500
-11.0715, 30.3148,  1.3624
-11.3383, 30.1629, -0.5419
-12.0750, 29.9968, -1.5352
-11.8566, 29.8370,  0.4460
-12.5249, 29.6656, -1.3860
-12.2643, 29.4995,  0.5350
-12.6370, 29.3266, -0.7725
-12.3128, 29.1591,  0.6682
-12.8141, 28.9855, -1.0289
-11.7431, 28.8264,  2.1992
-11.7218, 28.6677,  0.0436
-11.7667, 28.5051, -0.0940
-11.7716, 28.3451, -0.0101
-11.5073, 28.1886,  0.5446
-11.9987, 28.0260, -1.0091
-12.4080, 27.8594, -0.8329
-11.9352, 27.6957,  0.9825
-11.9412, 27.5339, -0.0125
-11.8137, 27.3712,  0.2660
-11.6204, 27.2148,  0.3942
-10.9590, 27.0658,  1.3620
-10.6727, 26.9217,  0.5858
-11.2107, 26.7682, -1.1167
-11.8163, 26.6096, -1.2312
-11.5186, 26.4526,  0.6148
-11.6412, 26.2934, -0.2541
-11.8781, 26.1314, -0.4894
-12.5446, 25.9613, -1.3692
-12.1569, 25.7970,  0.7937
-12.9594, 25.6193, -1.6675
-13.1712, 25.4419, -0.4322
-13.1016, 25.2620,  0.1448
-12.9860, 25.0855,  0.2380
-13.5055, 24.9019, -1.0698
-13.8720, 24.7153, -0.7473
-14.1034, 24.5219, -0.4807
-14.1597, 24.3291, -0.1162
-13.5751, 24.1446,  1.2039
-12.6373, 23.9744,  1.9130
-13.1196, 23.7966, -0.9903
-12.6103, 23.6228,  1.0638
-11.9069, 23.4627,  1.4331
-10.5208, 23.3197,  2.8531
-10.1906, 23.1812,  0.6803
 -9.3673, 23.0525,  1.7137
 -9.2138, 22.9284,  0.3133
 -8.7752, 22.8080,  0.9113
 -6.9733, 22.7132,  3.7123
 -6.0094, 22.6324,  1.9654
 -6.6187, 22.5424, -1.2547
 -6.1374, 22.4589,  0.9920
 -5.3715, 22.3850,  1.5967
 -4.7288, 22.3215,  1.3083
 -5.1799, 22.2511, -0.9282
 -5.5594, 22.1748, -0.7894
 -6.5239, 22.0858, -1.9945
 -7.1020, 21.9906, -1.1734
 -8.4463, 21.8757, -2.7706
 -9.8428, 21.7418, -2.8782
-10.5357, 21.5985, -1.4287
-11.7847, 21.4389, -2.5626
-13.1341, 21.2603, -2.7799
-13.8455, 21.0722, -1.4645
-14.0546, 20.8805, -0.4321
-15.5656, 20.6669, -3.1411
-16.2024, 20.4491, -1.2969
-15.9226, 20.2322,  0.5778
-16.5795, 20.0047, -1.3657
-17.7489, 19.7654, -2.3891
-18.0268, 19.5215, -0.5699
-17.7076, 19.2777,  0.6657
-18.0054, 19.0337, -0.6113
-18.8838, 18.7756, -1.8194
-18.6017, 18.5256,  0.5743
-18.6416, 18.2699, -0.0829
-18.2392, 18.0204,  0.8339
-18.1429, 17.7739,  0.1983
-18.9568, 17.5174, -1.6686
-19.2203, 17.2590, -0.5366
-18.8726, 16.9997,  0.7240
-19.8782, 16.7288, -2.0759
-20.7564, 16.4502, -1.7863
-21.0167, 16.1654, -0.5345
-22.6193, 15.8552, -3.3301
-25.3566, 15.5154, -5.5583
-27.7874, 15.1355, -5.0345
-30.2246, 14.7244, -5.0232
-32.5154, 14.2826, -4.7156
-34.5023, 13.8133, -4.0951
-36.2778, 13.3204, -3.6547
-36.8308, 12.8180, -1.1431
-37.0623, 12.3147, -0.4763
-36.8825, 11.8082,  0.3741
-35.0304, 11.3315,  3.8187
-32.4798, 10.8946,  5.1986
-29.6402, 10.4916,  5.8501
-26.9039, 10.1256,  5.6395
-24.5025,  9.7927,  4.9433
-21.3653,  9.5022,  6.4632
-20.4795,  9.2240,  1.8233
-20.0545,  8.9506,  0.8779
-19.5610,  8.6829,  1.0233
-19.4259,  8.4219,  0.2750
-19.5761,  8.1527, -0.3131
-19.9882,  7.8809, -0.8490
-19.7252,  7.6126,  0.5422
-19.4829,  7.3478,  0.4990
-19.2964,  7.0853,  0.3843
-17.9280,  6.8416,  2.8180
-16.5452,  6.6190,  2.8196
-14.4006,  6.4233,  4.4164
-11.7037,  6.2635,  5.5789
 -8.9503,  6.1423,  5.6492
 -6.9835,  6.0472,  4.0586
 -5.1381,  5.9774,  3.7940
 -2.9600,  5.9371,  4.4966
 -0.5735,  5.9293,  4.9024
  0.0000,  5.9293,  1.1892
  0.2688,  5.9330,  0.5591
  2.7671,  5.9704,  5.1151
  5.2214,  6.0409,  5.0229
  7.7257,  6.1463,  5.1721
 11.5167,  6.3023,  7.7844
 15.5912,  6.5144,  8.3975
 20.6203,  6.7947, 10.3566
 25.0292,  7.1356,  9.0980
 29.4513,  7.5354,  9.0952
 32.9409,  7.9834,  7.1921
 35.0338,  8.4594,  4.3084
 34.6850,  8.9308, -0.7183
 34.2523,  9.4008, -0.8996
 33.1774,  9.8521, -2.2153
 31.1777, 10.2702, -4.0638
 28.9003, 10.6632, -4.6919
 27.7449, 11.0415, -2.3871
 26.0737, 11.3964, -3.4457
 24.5187, 11.7295, -3.2010
 22.8279, 12.0399, -3.4833
 21.3889, 12.3308, -2.9658
 20.5227, 12.6095, -1.7824
 19.8780, 12.8799, -1.3288
 18.6809, 13.1338, -2.4651
 17.0642, 13.3661, -3.3349
 16.0485, 13.5841, -2.0897
 15.5880, 13.7962, -0.9495
 15.0687, 14.0026, -1.0779
 14.4951, 14.1980, -1.1715
 12.4159, 14.3666, -4.2781
 10.3044, 14.5069, -4.3555
  7.9543, 14.6146, -4.8197
  6.4946, 14.7032, -3.0171
  4.8196, 14.7687, -3.4493
  2.9802, 14.8092, -3.7878
  1.1713, 14.8251, -3.7267
  0.0000, 14.8251, -2.4022
  0.0000, 14.8251,  0.0000
 -1.2091, 14.8086, -2.4981
 -2.9305, 14.7694, -3.4894
 -5.4296, 14.6952, -5.1740
 -7.2190, 14.5975, -3.6682
 -8.4223, 14.4826, -2.4872
-10.3045, 14.3430, -3.8632
-11.4995, 14.1859, -2.4751
-12.6823, 14.0144, -2.4227
-14.5332, 13.8162, -3.8243
-16.2430, 13.5970, -3.4963
-17.8743, 13.3523, -3.3843
-19.2716, 13.0913, -2.8668
-21.3468, 12.8010, -4.2752
-23.3272, 12.4837, -4.0817
-26.1471, 12.1273, -5.8238
-29.1923, 11.7317, -6.2530
-33.6153, 11.2746, -9.1121
-37.0211, 10.7731, -6.9905
-40.8801, 10.2136, -8.0026
-44.6414,  9.6084, -7.7265
-48.0541,  8.9547, -7.0336
-51.2250,  8.2616, -6.5003
-53.7758,  7.5277, -5.2745
-54.9177,  6.7804, -2.3545
-55.6404,  6.0229, -1.4907
-56.3914,  5.2612, -1.5371
-55.4257,  4.5048,  1.9970
-54.6185,  3.7609,  1.6657
-52.6982,  3.0438,  3.9593
-50.9993,  2.3523,  3.4900
-49.6754,  1.6749,  2.7354
-47.7735,  1.0277,  3.9037
-46.0172,  0.4000,  3.6301
-45.7971, -0.2230,  0.4537
-45.6557, -0.8466,  0.2926
-45.2086, -1.4598,  0.9188
-45.8127, -2.0845, -1.2481
-46.4198, -2.7073, -1.2342
-46.1967, -3.3399,  0.4628
-46.9428, -3.9818, -1.5459
-47.1287, -4.6163, -0.3792
-46.6634, -5.2586,  0.9704
-46.7375, -5.8923, -0.1522
-45.6927, -6.5154,  2.1588
-44.8065, -7.1171,  1.8031
-43.2455, -7.7046,  3.2133
-41.5145, -8.2707,  3.5766
-40.3476, -8.8155,  2.3871
-38.5321, -9.3431,  3.7663
-36.4491, -9.8371,  4.2772
-36.2386,-10.3310,  0.4348
-36.6247,-10.8323, -0.8006
-36.7823,-11.3324, -0.3248
-35.0839,-11.8097,  3.5005
-35.2584,-12.2838, -0.3555
-35.3301,-12.7671, -0.1487
-36.2477,-13.2624, -1.8997
-35.7795,-13.7419,  0.9506
-36.6341,-14.2476, -1.7874
-37.0442,-14.7449, -0.8341
-36.9967,-15.2539,  0.0990
-36.4091,-15.7508,  1.2150
-35.6155,-16.2289,  1.6140
-34.7862,-16.7003,  1.7029
-34.2654,-17.1689,  1.0792
-32.5469,-17.6088,  3.5184
-30.4287,-18.0242,  4.3819
-27.4019,-18.3953,  6.2100
-26.4506,-18.7571,  1.9719
-24.3607,-19.0860,  4.2756
-23.1833,-19.4028,  2.4376
-22.2796,-19.7039,  1.8503
-21.6870,-19.9973,  1.2148
-21.4391,-20.2893,  0.5115
-20.9252,-20.5784,  1.0757
-21.1682,-20.8624, -0.4939
-20.5050,-21.1446,  1.3826
-19.6566,-21.4079,  1.7220
-19.4171,-21.6734,  0.4962
-18.5132,-21.9268,  1.8744
-19.5025,-22.1891, -2.0162
-19.0909,-22.4488,  0.8482
-19.5490,-22.7170, -0.9523
-19.3417,-22.9789,  0.4253
-20.0114,-23.2531, -1.3906
-19.2507,-23.5116,  1.5477
-18.9646,-23.7693,  0.5890
-19.0623,-24.0308, -0.2030
-18.9636,-24.2895,  0.2038
-18.9269,-24.5453,  0.0753
-17.3353,-24.7841,  3.3220
-15.5146,-24.9908,  3.6753
-14.9961,-25.1953,  1.0714
-16.6700,-25.4217, -3.4457
-16.8776,-25.6511, -0.4276
-15.0974,-25.8579,  3.6947
-15.4375,-26.0667, -0.6969
-15.4719,-26.2778, -0.0710
-13.7301,-26.4664,  3.6253
-13.8601,-26.6510, -0.2625
-15.3149,-26.8621, -3.0378
-14.6162,-27.0582,  1.4204
-13.9325,-27.2482,  1.4126
-14.6459,-27.4465, -1.4631
-14.9894,-27.6510, -0.7103
-13.4156,-27.8346,  3.2624
-14.7701,-28.0334, -2.7629
-14.8437,-28.2352, -0.1517
-14.1320,-28.4298,  1.4845
-15.0675,-28.6320, -1.9028
-15.2239,-28.8397, -0.3232
-13.9869,-29.0311,  2.5641
-13.9047,-29.2183,  0.1677
-14.5323,-29.4184, -1.3094
-14.4333,-29.6126,  0.2019
-15.3083,-29.8215, -1.8086
-14.7798,-30.0218,  1.0852
-15.7315,-30.2350, -1.9550
-16.5477,-30.4606, -1.6858
-17.5561,-30.6978, -2.0647
-17.8872,-30.9417, -0.6837
-18.3553,-31.1938, -0.9744
-18.8785,-31.4510, -1.0800
-18.7874,-31.7034,  0.1854
-19.0069,-31.9641, -0.4561
-19.6213,-32.2308, -1.2652
-20.4874,-32.5075, -1.7727
-20.5800,-32.7856, -0.1895
-20.9007,-33.0732, -0.6685
-21.3278,-33.3632, -0.8801
-21.6285,-33.6595, -0.6241
-23.1272,-33.9706, -3.0544
-23.7205,-34.2910, -1.2142
-24.0172,-34.6173, -0.6108
-24.5251,-34.9542, -1.0571
-25.2447,-35.2945, -1.4696
-26.6718,-35.6580, -2.9473
-27.1104,-36.0251, -0.9000
-28.3138,-36.4152, -2.5118
-28.8137,-36.8018, -1.0162
-29.5647,-37.2066, -1.5581
-29.1865,-37.6004,  0.7731
-28.5551,-37.9952,  1.3229
-28.9507,-38.3820, -0.8010
-29.2993,-38.7858, -0.7280
-29.3592,-39.1832, -0.1228
-30.1049,-39.5949, -1.5451
-30.1550,-39.9973, -0.1014
-30.5289,-40.4191, -0.7825
-30.7105,-40.8339, -0.3718
-31.0565,-41.2597, -0.7185
-30.1564,-41.6675,  1.8443
-32.2400,-42.1016, -4.2502
-32.7065,-42.5459, -0.9602
-32.6244,-42.9939,  0.1708
-33.5918,-43.4491, -1.9865
-34.2067,-43.9131, -1.2636
-33.8963,-44.3719,  0.6366
-32.9350,-44.8254,  2.0056
-31.6112,-45.2512,  2.7015
-31.5171,-45.6796,  0.1938
-32.1618,-46.1194, -1.3357
-33.6317,-46.5722, -2.9985
-31.6371,-47.0039,  4.1244
-33.3645,-47.4561, -3.5469
-33.5880,-47.9136, -0.4614
-34.5700,-48.3867, -2.0363
-35.8486,-48.8693, -2.6082
-37.6958,-49.3823, -3.8087
-39.3699,-49.9159, -3.4374
-40.8842,-50.4727, -3.1250
-41.5128,-51.0367, -1.2939
-41.1498,-51.5980,  0.7502
-39.6424,-52.1410,  3.1286
-39.4353,-52.6750,  0.4249
-40.7458,-53.2288, -2.6989
-39.1185,-53.7588,  3.3401
-39.5179,-54.2954, -0.8218
-41.8095,-54.8705, -4.7755
-43.1865,-55.4492, -2.7960
-43.9926,-56.0494, -1.6661
-45.3437,-56.6641, -2.7754
-44.2142,-57.2668,  2.3326
-39.8749,-57.8092,  8.9435
-35.9583,-58.3000,  8.0987
-32.3780,-58.7373,  7.3274
-32.2532,-59.1769,  0.2578
-32.6686,-59.6250, -0.8632
-32.5879,-60.0681,  0.1664
-32.9784,-60.5139, -0.7999
-36.4350,-61.0120, -7.1594
-38.2860,-61.5259, -3.7647
-40.8359,-62.0814, -5.2554
-42.1120,-62.6533, -2.6258
-42.1120,-63.2278,  0.0000
-41.1510,-63.7963,  2.0116
-38.9416,-64.3171,  4.4769
-38.6895,-64.8412,  0.5175
-39.6769,-65.3875, -2.0602
-39.4130,-65.9164,  0.5366
-40.9811,-66.4805, -3.2704
-42.5047,-67.0523, -3.1053
-40.5045,-67.6039,  4.1275
-38.2989,-68.1227,  4.5269
-38.0769,-68.6430,  0.4597
-38.8715,-69.1748, -1.6471
-37.6599,-69.6825,  2.4745
-38.7271,-70.2058, -2.1851
-37.8653,-70.7249,  1.7901
-37.8612,-71.2367,  0.0085
-40.3510,-71.7942, -5.2118
-42.1960,-72.3583, -3.7368
-40.2037,-72.9085,  4.1315
-38.3641,-73.4271,  3.7680
-38.8989,-73.9574, -1.1046
-36.5921,-74.4531,  4.7348
-38.2370,-74.9715, -3.3790
-41.4598,-75.5352, -6.6394
-42.5933,-76.1158, -2.3411
-43.2533,-76.7032, -1.3580
-44.0287,-77.3055, -1.6073
-42.3127,-77.8778,  3.5163
-42.4206,-78.4560, -0.2227
-42.2428,-79.0354,  0.3693
-43.9269,-79.6309, -3.4595
-44.4349,-80.0000, -1.0362
-44.4484,-80.0000, -0.0280
-45.6800,-80.0000, -2.5591
-43.9022,-80.0000,  3.6323
-42.5693,-80.0000,  2.7461
-43.9995,-80.0000, -2.9441
-46.2040,-80.0000, -4.5341
-45.6389,-80.0000,  1.1651
-46.2229,-80.0000, -1.1998
-44.9054,-80.0000,  2.7310
-44.8885,-80.0000,  0.0346
-44.3710,-80.0000,  1.0878
-45.9901,-80.0000, -3.2671
-48.2193,-80.0000, -4.6208
-50.2803,-80.0000, -4.2198
-53.9725,-80.0000, -7.6316
-54.8332,-80.0000, -1.7717
-54.5093,-80.0000,  0.6695
-55.1108,-80.0000, -1.2442
-52.7521,-80.0000,  4.8212
-51.6847,-80.0000,  2.1928
-51.8308,-80.0000, -0.3018
-54.0030,-80.0000, -4.5081
-55.7839,-80.0000, -3.6418
-59.3823,-80.0000, -7.4042
-60.4163,-80.0000, -2.1319
-61.8776,-80.0000, -3.0007
-63.4025,-80.0000, -3.1493
-66.8313,-80.0000, -7.0900
-65.8001,-80.0000,  2.1184
-62.0928,-80.0000,  7.6157
-61.1295,-80.0000,  1.9926
-62.6939,-80.0000, -3.2124
-64.7936,-80.0000, -4.3275
-66.7764,-80.0000, -4.0714
-74.5565,-80.0000,-16.0744
-79.9886,-80.0000,-11.1497
-80.1492,-80.0000, -0.3323
-83.9609,-80.0000, -7.9109
-92.8075,-80.0000,-18.0755
-89.3801,-80.0000,  7.0436
-84.7856,-80.0000,  9.4926
-78.7695,-80.0000, 12.3842
-81.1977,-80.0000, -5.0129
-82.7887,-80.0000, -3.2616
-81.3915,-80.0000,  2.8857
-85.8459,-80.0000, -9.1428
-85.9531,-80.0000, -0.2223
-81.7076,-80.0000,  8.7753
-84.8700,-80.0000, -6.5072
-94.3923,-80.0000,-19.4319
-95.5259,-80.0000, -2.3430
-89.1869,-80.0000, 13.0539
-89.5546,-80.0000, -0.7611
-93.0666,-80.0000, -7.2710
-95.7387,-80.0000, -5.4461
-100.3902,-80.0000, -9.6066
